,Unnamed: 0,abstract,date,desk,headline,id,locations,section,snippet,source,subjects,type,url,word_count
66,66,b'Survivors of 1993 Word Trade Center bombing say they expected Federal jury to find Ramzi Ahmed Yousef and Eyad Ismoil guilty; many still express ambivalence about their safety there; mechanical superintendent William Lavin comments (M)',1997-11-13,Metropolitan Desk,"b""'Is There Relief in This? Yes. Is It Closed? I Doubt It.'""",nyt://article/cd5f4533-0cc6-523c-96bd-b3787f2d2ed8,['New York City'],New York,b'Survivors of 1993 Word Trade Center bombing say they expected Federal jury to find Ramzi Ahmed Yousef and Eyad Ismoil guilty; many still express ambivalence about their safety there; mechanical superintendent William Lavin comments (M)',The New York Times,"['World Trade Center (NYC)', 'Bombs and Explosives', 'Islam', 'Terrorism']",News,https://www.nytimes.com/1997/11/13/nyregion/trade-center-verdict-reaction-there-relief-this-yes-it-closed-doubt-it.html,599.0
65,65,b'Convictions of Ramzi Ahmed Yousef and Eyad Ismoil in final major trial in World Trade Center bombing brings case to kind of close but leaves some questions unanswered; investigators do not know whether Yousef was backed by nation or terrorist group; much about Yousef himself remains mystery; six men have been convicted in two trials and one lesser suspect remains at large; table; photos (L)',1997-11-13,Metropolitan Desk,"b""Law Is Satisfied, but Answers Don't Cover Every Question""",nyt://article/09d570c3-6814-5544-abec-e57edef84269,['New York City'],New York,b'Convictions of Ramzi Ahmed Yousef and Eyad Ismoil in final major trial in World Trade Center bombing brings case to kind of close but leaves some questions unanswered; investigators do not know whether Yousef was backed by nation or terrorist grou...',The New York Times,"['World Trade Center (NYC)', 'Bombs and Explosives', 'Terrorism']",News,https://www.nytimes.com/1997/11/13/nyregion/trade-center-verdict-mastermind-law-satisfied-but-answers-don-t-cover-every.html,1662.0
64,64,"b""Michael J Fortier, Government's chief witness in Oklahoma City bombing trial of Terry L Nichols, testifies that several months before bombing, Timothy J McVeigh said Nichols 'no longer wanted to help him mix the bomb'; Nichols is charged with murder and conspiracy in bombing; McVeigh was convicted on identical charges in June and sentenced to death (M)""",1997-11-14,National Desk,b'Jury Hears of McVeigh Remarks About Nichols and Bomb Making',nyt://article/b1f7c005-7646-5472-8508-51926ef23e07,['Oklahoma City (Okla)'],U.S.,"b""Michael J Fortier, Government's chief witness in Oklahoma City bombing trial of Terry L Nichols, testifies that several months before bombing, Timothy J McVeigh said Nichols 'no longer wanted to help him mix the bomb'; Nichols is charged with murd...""",The New York Times,"['Bombs and Explosives', 'Terrorism']",News,https://www.nytimes.com/1997/11/14/us/jury-hears-of-mcveigh-remarks-about-nichols-and-bomb-making.html,564.0
63,63,"b'Abdul Rahman Yasin, suspect is World Trade Center bombing case, is still being sought; Yasin, born in Bloomington, Indiana of Iraqi parents, is subject of $2 million reward by State Dept and is believed to be living with relatives in Baghdad, beyond reach of American law enforcement agents or diplomats; for FBI, it is a situation that is seen embarrassing: agents had Yasin in custody week after bombing in 1993, but then questioned and released him--with plane ticket to Jordan in his pocket; photo (M)'",1997-11-14,Metropolitan Desk,b'Suspect Is Still Being Sought In Trade Center Bomb Case',nyt://article/4fe4fa53-13b3-5031-973a-76f5b28a1cc2,[],New York,"b'Abdul Rahman Yasin, suspect is World Trade Center bombing case, is still being sought; Yasin, born in Bloomington, Indiana of Iraqi parents, is subject of $2 million reward by State Dept and is believed to be living with relatives in Baghdad, beyo...'",The New York Times,"['World Trade Center (NYC)', 'Terrorism']",News,https://www.nytimes.com/1997/11/14/nyregion/suspect-is-still-being-sought-in-trade-center-bomb-case.html,642.0
62,62,b'Editorial notes that Federal jury has convicted Ramzi Ahmed Yousef and Eyad Ismoil in plot to blow up World Trade Center; also notes that FBI has announced that it was closing its criminal investigation into Trans World Airlines Flight 800 crash without finding any evidence of criminal act; contends that what links two verdicts is reassuring sense that both resulted from painstaking and professsional investigations by law enforcement officials (M)',1997-11-14,Editorial Desk,"b'Conspiracies, Real and Imagined'",nyt://article/f30f9335-0482-5be4-aec1-62870c8a6efe,[],Opinion,b'Editorial notes that Federal jury has convicted Ramzi Ahmed Yousef and Eyad Ismoil in plot to blow up World Trade Center; also notes that FBI has announced that it was closing its criminal investigation into Trans World Airlines Flight 800 crash w...',The New York Times,"['ACCIDENTS AND SAFETY', 'World Trade Center (NYC)', 'AIRLINES AND AIRPLANES', 'Editorials', 'Explosions', 'Terrorism']",Editorial,https://www.nytimes.com/1997/11/14/opinion/conspiracies-real-and-imagined.html,377.0
60,60,"b'Federal officials disclose some of classified information they are using in effort to deport Egyptian man, Nasser K Ahmed, who has been held in solitary confinement in New York City for 18 months without being charged in a crime; Govt prosecutors assert that Ahmed is member of Egyptian-based terrorist group and that he has tried to obtain bomb-making manual to send overseas (S)'",1997-11-16,Metropolitan Desk,b'Prosecutors Disclose Data in Deportation',nyt://article/9a6fb976-7096-570a-a57d-2ca0f7d617ae,['Egypt'],New York,"b'Federal officials disclose some of classified information they are using in effort to deport Egyptian man, Nasser K Ahmed, who has been held in solitary confinement in New York City for 18 months without being charged in a crime; Govt prosecutors ...'",The New York Times,"['ILLEGAL ALIENS', 'Deportation', 'IMMIGRATION AND REFUGEES', 'Terrorism']",News,https://www.nytimes.com/1997/11/16/nyregion/prosecutors-disclose-data-in-deportation.html,199.0
61,61,"b'Some children who were on kindergarten class trips to World Trade Center on day terrorist bomb rocked building, Feb 26, 1993, are still haunted by memories of trauma; photo (M)'",1997-11-16,Metropolitan Desk,"b""Bomb Attack's Terrifying Hold""",nyt://article/f2e522f0-5b9c-5b0d-b463-81b7002c4e72,[],New York,"b'Some children who were on kindergarten class trips to World Trade Center on day terrorist bomb rocked building, Feb 26, 1993, are still haunted by memories of trauma; photo (M)'",The New York Times,"['World Trade Center (NYC)', 'Bombs and Explosives', 'Education and Schools', 'Children and Youth', 'Terrorism']",News,https://www.nytimes.com/1997/11/16/nyregion/bomb-attack-s-terrifying-hold.html,786.0
59,59,"b'News analysis of trial of Terry L Nichols, alleged co-conspirator with Timothy McVeigh in bombing of Federal office building in Oklahoma City in 1995; problem for prosecutors is two-fold: to carve out separate identity for Nichols, while at same time portraying him as someone who worked side by side with McVeigh; result has, so far, been different trial from first, in which McVeigh was convicted and sentenced to death (M)'",1997-11-17,National Desk,b'Oklahoma Bombing Trial Is No Replay',nyt://article/0d56141d-6e64-5f8d-8519-8a7866f9bb93,['Oklahoma City (Okla)'],U.S.,"b'News analysis of trial of Terry L Nichols, alleged co-conspirator with Timothy McVeigh in bombing of Federal office building in Oklahoma City in 1995; problem for prosecutors is two-fold: to carve out separate identity for Nichols, while at same t...'",The New York Times,"['Bombs and Explosives', 'Terrorism']",An Analysis; News Analysis,https://www.nytimes.com/1997/11/17/us/oklahoma-bombing-trial-is-no-replay.html,904.0
58,58,"b'At least 70 people, including 60 foreign tourists, are killed outside 3,400-year-old Temple of Hatshepsut in Luxor, Egypt, in deadliest attack by Islamic militants in five-year campaign to overthrow Egyptian Government; attack, which began on broad stairway near entrance to temple, appears to have been carefully planned ambush by six gunmen, reportedly members of radical Islamic Group, who had concealed themselves inside structure; Interior Ministry says dead include Swiss, German and Japanese tourists, as well as six attackers; British Foreign Office says six Britons are among victims; photos; map (M)'",1997-11-18,Foreign Desk,b'70 Die in Attack at Egypt Temple',nyt://article/5b1cc973-005d-59c9-af62-a92f8d2eab30,"['Japan', 'Egypt', 'Germany', 'Great Britain', 'Luxor (Egypt)', 'Switzerland']",World,"b'At least 70 people, including 60 foreign tourists, are killed outside 3,400-year-old Temple of Hatshepsut in Luxor, Egypt, in deadliest attack by Islamic militants in five-year campaign to overthrow Egyptian Government; attack, which began on broa...'",The New York Times,"['ARCHEOLOGY AND ANTHROPOLOGY', 'Egyptian Civilization', 'Islam', 'Travel and Vacations', 'Terrorism']",News,https://www.nytimes.com/1997/11/18/world/70-die-in-attack-at-egypt-temple.html,1108.0
57,57,"b'Karen Anderson, girlfriend of Arkansas gun dealer Roger Moore, testifies at trial of Terry L Nichols, charged as co-conspirator in bombing of Federal office building in Oklahoma City; identifies rifle that was part of weapons cache allegedly stolen from them by Nichols and allegedly used to finance bombing conspiracy (M)'",1997-11-18,National Desk,b'Rifle Linked To Robbery In Bomb Case',nyt://article/8d3d9205-f8b5-583b-b326-349879a574c2,['Oklahoma City (Okla)'],U.S.,"b'Karen Anderson, girlfriend of Arkansas gun dealer Roger Moore, testifies at trial of Terry L Nichols, charged as co-conspirator in bombing of Federal office building in Oklahoma City; identifies rifle that was part of weapons cache allegedly stole...'",The New York Times,"['Bombs and Explosives', 'Biographical Information', 'Terrorism']",News,https://www.nytimes.com/1997/11/18/us/rifle-linked-to-robbery-in-bomb-case.html,441.0
56,56,"b""Islamic Group, believed responsible for killing scores of tourists at temple in Luxor, remains Egypt's most active Islamic fundamentalist organization, despite years of harsh Government repression and imprisonment of 15,000 sympathizers and top leaders (M)""",1997-11-18,Foreign Desk,"b'Despite Crackdown, Islamic Group Keeps Killing'",nyt://article/5a0c33a6-af3a-54dd-9e7b-1dcd38d537a6,"['Egypt', 'Luxor (Egypt)']",World,"b""Islamic Group, believed responsible for killing scores of tourists at temple in Luxor, remains Egypt's most active Islamic fundamentalist organization, despite years of harsh Government repression and imprisonment of 15,000 sympathizers and top le...""",The New York Times,"['Islam', 'Travel and Vacations', 'Terrorism']",News,https://www.nytimes.com/1997/11/18/world/despite-crackdown-islamic-group-keeps-killing.html,685.0
55,55,"b'Interviews with survivors of massacre of foreign tourists by Islamic militants at ancient temple, Luxor, Egypt, and other details that have emerged indicate that slaughter was more vicious than previously known and that militants seemed intent on killing even more tourists; witness says militants shot everyone in arms and legs first and then in head; says they disappeared with young women and girls, who could be heard screaming in pain; some tourists begin leaving Egypt, while others visit temple, hurriedly reopened to public; Egypt puts final death toll at 58 foreigners, four Egyptians and six attackers; Interior Min Hassan al-Alfi, who was in charge of internal security, reportedly resigns; Pres Hosni Mubarak says Egypt will take tougher steps to protect foreign visitors; some tour operators suspend tours; map; diagram; photo (M)'",1997-11-19,Foreign Desk,"b'At Ancient Site Along the Nile, Modern Horror'",nyt://article/ea9e9ea3-a290-5116-a3b4-49a7c7d676cb,"['Egypt', 'Luxor (Egypt)']",World,"b'Interviews with survivors of massacre of foreign tourists by Islamic militants at ancient temple, Luxor, Egypt, and other details that have emerged indicate that slaughter was more vicious than previously known and that militants seemed intent on ...'",The New York Times,"['Suspensions, Dismissals and Resignations', 'Women', 'Travel and Vacations', 'Terrorism']",News,https://www.nytimes.com/1997/11/19/world/at-ancient-site-along-the-nile-modern-horror.html,1445.0
54,54,"b'Roger E Moore testifies at trial of Terry L Nichols, charged with murder and conspiracy in Apr 1995 Oklahoma City bombing; describes being robbed of guns, cash and other valuables in robbery prosecution holds Nichols committed to finance bombing conspiracy (M)'",1997-11-19,National Desk,b'Arkansas Gun Collector Tells Bombing Jury About Robbery',nyt://article/bf701496-75d7-5787-bcf9-7da910e3c31d,['Oklahoma City (Okla)'],U.S.,"b'Roger E Moore testifies at trial of Terry L Nichols, charged with murder and conspiracy in Apr 1995 Oklahoma City bombing; describes being robbed of guns, cash and other valuables in robbery prosecution holds Nichols committed to finance bombing c...'",The New York Times,"['Robberies and Thefts', 'Bombs and Explosives', 'Terrorism']",News,https://www.nytimes.com/1997/11/19/us/arkansas-gun-collector-tells-bombing-jury-about-robbery.html,640.0
53,53,"b""United States travelers appear uncertain about visiting Egypt in wake of tourist massacre in Luxor despite World Tourism Organization's stand that tourists should not be discouraged from visiting; are unlikely to visit Egypt in big numbers for many months and then only if there are no more attacks on tourists (M)""",1997-11-19,Foreign Desk,b'Americans Uncertain on Egypt Travel',nyt://article/71700ec0-862d-55c7-9735-3beda4e0c72a,"['Egypt', 'Luxor (Egypt)']",World,"b""United States travelers appear uncertain about visiting Egypt in wake of tourist massacre in Luxor despite World Tourism Organization's stand that tourists should not be discouraged from visiting; are unlikely to visit Egypt in big numbers for man...""",The New York Times,"['Travel and Vacations', 'Terrorism']",News,https://www.nytimes.com/1997/11/19/world/americans-uncertain-on-egypt-travel.html,450.0
